VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount

B02882,2017-03-18 13:17:10,,38,
B00937,2017-03-03 19:14:00,,,
B00937,2017-03-31 08:14:00,,,
B02882,2017-03-04 21:46:58,,231,
B02867,2017-03-20 19:24:53,,235,
B01801,2017-03-07 14:30:00,,,
B02872,2017-03-21 23:13:02,,37,
B01341,2017-03-18 01:08:00,,,
B02800,2017-03-19 10:17:01,,233,
B02800,2017-03-27 17:45:24,,261,
B00254,2017-03-02 05:00:00,,,
B02835,2017-03-17 07:12:43,,42,
B02914,2017-03-17 13:29:49,,,
B02688,2017-03-03 01:45:00,,,
B02800,2017-03-22 07:07:14,,231,
B00254,2017-03-29 00:03:00,,,
B02764,2017-03-31 23:00:31,,138,
B02878,2017-03-21 22:59:28,,220,
B02867,2017-03-23 18:39:33,,164,
B02888,2017-03-28 20:30:40,,17,
B02877,2017-03-28 08:54:27,,249,
B00802,2017-03-02 16:02:00,,,
B02867,2017-03-01 12:43:23,,163,
B02888,2017-03-26 14:07:23,,164,
B02510,2017-03-23 14:25:02,,148,
B02617,2017-03-12 00:07:08,,237,
B02510,2017-03-08 09:57:02,,140,
B02865,2017-03-11 19:45:04,,145,
B00837,2017-03-17 08:00:00,,,
B02800,2017-03-13 08:22:42,,263,
B02867,2017-03-29 00:01:37,,14,
B02617,2017-03-17 11:17:50,,138,
B02866,2017-03-03 17:21:59,,170,
B02869,2017-03-25 21:29:43,,29,
B02880,2017-03-01 19:18:41,,113,
B02437,2017-03-31 15:42:00,,,
B00860,2017-03-18 20:24:00,,,
B02835,2017-03-01 23:17:53,,97,
B02510,2017-03-01 08:09:07,,179,
B02867,2017-03-05 18:45:24,,161,
B00381,2017-03-01 21:14:00,,,
B02395,2017-03-31 22:58:58,,166,
B01273,2017-03-10 19:27:00,,,
B02907,2017-03-17 08:30:00,,,
B02888,2017-03-19 11:47:31,,90,
B02634,2017-03-28 20:08:00,,,
B02395,2017-03-15 13:31:03,,208,
B01717,2017-03-10 13:06:00,,,
B02877,2017-03-26 02:54:04,,181,
B02682,2017-03-04 20:39:27,,158,
B01124,2017-03-23 08:54:37,,,
B02869,2017-03-15 09:58:00,,140,
B02876,2017-03-26 18:14:45,,137,
B02882,2017-03-21 07:24:28,,16,
B02907,2017-03-03 23:45:00,,,
B02866,2017-03-05 20:30:16,,17,
B02510,2017-03-02 09:32:56,,48,
B01148,2017-03-11 22:01:22,,,
B02882,2017-03-29 17:53:10,,243,
B02882,2017-03-12 00:11:21,,61,
B02866,2017-03-19 02:35:32,,148,
B02715,2017-03-29 19:14:00,,,
B02914,2017-03-08 16:17:47,,,
B02880,2017-03-23 05:02:55,,39,
B02800,2017-03-02 13:56:43,,237,
B02914,2017-03-31 07:08:48,,,
B00021,2017-03-15 06:38:00,,179,
B02800,2017-03-01 18:06:17,,166,
B02870,2017-03-16 06:05:42,,41,
B02866,2017-03-24 12:14:04,,216,
B02835,2017-03-22 13:42:02,,79,
B02876,2017-03-07 07:27:16,,143,
B02395,2017-03-04 15:54:09,,210,
B02510,2017-03-26 15:07:47,,65,
B02887,2017-03-28 21:18:09,,181,
B02878,2017-03-30 09:42:33,,158,
B02882,2017-03-04 00:16:10,,181,
B02882,2017-03-11 14:51:02,,132,
B02512,2017-03-03 14:41:08,,32,
B02835,2017-03-01 22:11:23,,148,
B02510,2017-03-26 22:55:58,,256,
B02510,2017-03-17 00:20:36,,170,
B02764,2017-03-18 22:48:54,,211,
B02800,2017-03-13 13:32:41,,166,
B02865,2017-03-10 17:24:41,,163,
B02835,2017-03-15 18:03:10,,148,
B02882,2017-03-26 01:23:47,,244,
B02617,2017-03-15 07:54:56,,227,
B02835,2017-03-15 16:17:50,,244,
B02870,2017-03-03 04:56:53,,261,
B02882,2017-03-28 13:02:46,,50,
B02800,2017-03-28 18:02:49,,107,
B01146,2017-03-18 02:17:00,,,
B02764,2017-03-28 21:06:28,,230,
B02764,2017-03-11 18:36:34,,126,
B02876,2017-03-19 06:34:59,,83,
B02510,2017-03-08 19:39:54,,249,
B02914,2017-03-31 10:23:50,,,
B02869,2017-03-05 11:00:41,,141,
B02800,2017-03-03 08:15:20,,238,
B02869,2017-03-12 15:33:02,,261,
B02800,2017-03-31 23:22:10,,231,
B02865,2017-03-25 06:58:54,,224,
B02510,2017-03-02 16:09:52,,49,
B02835,2017-03-15 18:50:02,,42,
B01606,2017-03-21 23:24:00,,,
B02800,2017-03-07 16:56:13,,239,
B02867,2017-03-01 10:29:31,,114,
B02682,2017-03-08 16:56:46,,228,
B01124,2017-03-06 02:42:07,,,
B00248,2017-03-21 11:30:00,,,
B02682,2017-03-02 08:07:57,,158,
B02764,2017-03-18 17:28:06,,51,
B02510,2017-03-22 17:47:39,,198,
B02914,2017-03-18 10:42:11,,,
B02877,2017-03-19 21:06:09,,205,
B01717,2017-03-05 04:44:00,,,
B02764,2017-03-07 21:56:17,,170,
B02875,2017-03-24 10:42:41,,37,
B02867,2017-03-05 23:16:26,,163,
B02682,2017-03-24 17:46:22,,26,
B02510,2017-03-31 09:04:42,,177,
B02764,2017-03-05 22:57:38,,231,
B00937,2017-03-09 00:52:00,,,
B02866,2017-03-24 19:28:43,,136,
B02510,2017-03-31 17:03:00,,198,
B02883,2017-03-18 19:03:18,,40,
B02865,2017-03-30 07:24:48,,79,
B02871,2017-03-12 22:22:22,,188,
B02510,2017-03-25 21:44:40,,48,
B01529,2017-03-18 18:27:00,,,
B02800,2017-03-28 12:13:16,,263,
B02765,2017-03-17 07:39:08,,22,
B02872,2017-03-03 16:53:24,,197,
B02864,2017-03-23 22:33:07,,246,
B02866,2017-03-15 19:14:27,,144,
B02869,2017-03-05 06:26:13,,229,
B02510,2017-03-02 19:33:04,,149,
B02634,2017-03-20 10:46:00,,,
B02682,2017-03-13 15:57:56,,45,
B02889,2017-03-23 17:48:00,,237,
B02869,2017-03-04 20:50:43,,211,
B02764,2017-03-07 12:09:15,,140,
B02864,2017-03-22 22:00:43,,100,
B02835,2017-03-17 11:01:22,,48,
B02876,2017-03-19 09:51:01,,196,
B00310,2017-03-02 07:28:00,,,
B02888,2017-03-19 19:55:04,,163,
B02617,2017-03-31 00:45:42,,17,
B02914,2017-03-18 04:05:16,,,
B02877,2017-03-06 07:10:54,,224,
B00381,2017-03-15 20:18:00,,,
B02510,2017-03-26 01:59:33,,225,
B02677,2017-03-01 07:11:00,,,
B02682,2017-03-24 23:29:36,,13,
B02800,2017-03-08 06:28:42,,151,
B02764,2017-03-26 21:43:29,,158,
B02510,2017-03-25 15:37:11,,177,
B02682,2017-03-03 13:38:22,,260,
B01339,2017-03-04 23:29:00,,,
B02836,2017-03-12 15:42:04,,74,
B02914,2017-03-21 18:11:28,,,
B02510,2017-03-03 00:12:39,,224,
B02888,2017-03-30 08:21:39,,89,
B02870,2017-03-09 13:24:59,,92,
B02877,2017-03-22 17:45:01,,141,
B01998,2017-03-29 09:35:00,,,
B02864,2017-03-03 14:27:49,,76,
B02764,2017-03-29 14:05:11,,161,
B02880,2017-03-10 21:52:08,,92,
B01145,2017-03-01 15:05:00,,,
B02864,2017-03-16 22:58:23,,198,
B02907,2017-03-28 17:00:00,,,
B02510,2017-03-01 07:22:31,,113,
B02800,2017-03-29 14:41:42,,143,
B02864,2017-03-24 18:22:58,,178,
B02395,2017-03-08 14:57:36,,77,
B02880,2017-03-11 21:18:20,,230,
B02764,2017-03-07 20:13:17,,113,
B02888,2017-03-07 21:56:54,,48,
B02865,2017-03-11 13:38:35,,142,
B02836,2017-03-05 16:09:35,,126,
B00375,2017-03-02 12:52:00,,,
B00647,2017-03-10 21:21:00,,,
B02882,2017-03-05 22:08:08,,230,
B02887,2017-03-20 17:42:13,,255,
B02880,2017-03-10 14:45:16,,161,
B00937,2017-03-11 22:23:00,,,
B02882,2017-03-25 15:59:02,,148,
B02878,2017-03-30 20:43:16,,61,
B02867,2017-03-18 21:40:03,,161,
B00009,2017-03-15 16:30:00,,,
B02880,2017-03-27 12:01:34,,162,
B02510,2017-03-21 05:40:17,,17,
B02764,2017-03-09 13:48:12,,64,
B02914,2017-03-12 04:31:58,,,
B02510,2017-03-06 04:09:14,,48,
B02867,2017-03-25 15:11:00,,231,
B02876,2017-03-29 19:01:12,,100,
B02800,2017-03-09 07:48:44,,263,
B02510,2017-03-31 20:43:07,,82,
B02682,2017-03-30 19:37:25,,61,
B02800,2017-03-17 23:49:40,,164,
B02870,2017-03-25 09:02:41,,76,
B02876,2017-03-03 18:53:37,,244,
B02889,2017-03-04 07:55:41,,233,
B00445,2017-03-18 05:30:00,,265,0
B00254,2017-03-24 21:15:00,,,
B02870,2017-03-18 18:36:02,,263,
B01364,2017-03-25 02:44:00,,173,
B02765,2017-03-09 09:49:17,,141,
B02800,2017-03-27 21:09:42,,79,
B02914,2017-03-04 22:20:16,,,
B02914,2017-03-12 04:39:00,,,
B02510,2017-03-04 12:02:30,,92,
B00412,2017-03-24 23:39:59,,,
B02914,2017-03-04 16:03:35,,,
B02764,2017-03-19 08:13:47,,236,
B01079,2017-03-13 13:10:00,,,
B02867,2017-03-22 03:31:01,,75,
B02682,2017-03-19 22:25:32,,216,
B01800,2017-03-27 10:00:00,,,
B02510,2017-03-09 06:08:22,,215,
B02835,2017-03-23 21:06:52,,255,
B02682,2017-03-03 21:14:06,,72,
B02764,2017-03-02 12:43:42,,234,
B02510,2017-03-31 13:09:55,,239,
B02764,2017-03-14 18:26:05,,26,
B00647,2017-03-20 09:49:00,,,
B02510,2017-03-18 14:00:57,,36,
B02682,2017-03-24 11:38:20,,158,
B00457,2017-03-15 11:10:00,,,
B02510,2017-03-31 20:28:48,,119,
B02882,2017-03-18 11:33:02,,61,
B02764,2017-03-13 23:14:13,,21,
B02510,2017-03-19 22:56:51,,249,
B02546,2017-03-20 22:01:00,,,
B02835,2017-03-14 22:59:38,,3,
B02887,2017-03-19 17:50:34,,121,
B02764,2017-03-09 21:23:12,,144,
B02510,2017-03-19 01:29:08,,163,
B02395,2017-03-10 00:26:57,,127,
B02882,2017-03-14 23:45:47,,230,
B02682,2017-03-04 23:09:34,,125,
B02682,2017-03-31 23:20:48,,234,
B02867,2017-03-07 07:36:16,,108,
B00009,2017-03-12 11:00:00,,,
B00889,2017-03-28 19:37:00,,,
B02764,2017-03-21 23:17:31,,45,
B02764,2017-03-28 09:28:14,,231,
B02764,2017-03-11 17:40:03,,48,
B02869,2017-03-29 04:32:56,,140,
B02764,2017-03-22 23:39:32,,230,
B02864,2017-03-30 12:16:08,,144,
B02872,2017-03-21 21:27:51,,39,
B02510,2017-03-02 01:38:41,,255,
B02888,2017-03-31 19:47:35,,48,
B02671,2017-03-05 20:34:00,,,
B01051,2017-03-05 14:20:00,,,
B02800,2017-03-03 01:19:11,,237,
B02510,2017-03-11 18:48:28,,145,
B00911,2017-03-29 05:30:00,,,
B02864,2017-03-30 09:42:12,,79,
B02510,2017-03-01 14:25:36,,137,
B01509,2017-03-04 08:26:00,,,
B02876,2017-03-05 01:58:03,,79,
B01536,2017-03-05 02:53:00,,,
B00647,2017-03-23 05:02:00,,,
B01009,2017-03-08 20:41:00,,,
B02764,2017-03-31 23:20:51,,148,
B00975,2017-03-30 07:33:00,,72,0
B02510,2017-03-21 07:58:32,,107,
B02764,2017-03-20 14:29:22,,229,
B02800,2017-03-03 21:41:48,,50,
B02865,2017-03-10 05:13:55,,48,
B02880,2017-03-28 22:46:36,,189,
B01285,2017-03-07 05:09:00,,,
B02872,2017-03-12 04:02:29,,234,
B02510,2017-03-25 10:53:49,,129,
B02120,2017-03-09 06:17:00,,,
B02882,2017-03-12 16:33:14,,114,
B02835,2017-03-22 13:33:31,,39,
B02914,2017-03-07 19:04:52,,,
B02617,2017-03-20 20:28:55,,162,
B02866,2017-03-11 17:42:31,,260,
B02876,2017-03-30 23:52:15,,87,
B02914,2017-03-04 12:14:56,,,
B00937,2017-03-23 10:43:00,,,
B02907,2017-03-18 20:42:00,,,
B02800,2017-03-14 20:25:53,,181,
B00948,2017-03-03 05:44:00,,,
B02762,2017-03-13 07:40:00,,,
B02765,2017-03-24 19:42:11,,249,
B02682,2017-03-12 11:27:49,,237,
B02882,2017-03-06 07:54:19,,230,
B02437,2017-03-30 07:50:00,,,
B02764,2017-03-05 22:56:12,,18,
B02395,2017-03-08 23:59:25,,232,
B02914,2017-03-25 05:24:32,,,
B00823,2017-03-06 15:15:00,,257,0
B01051,2017-03-01 10:34:00,,,
B02866,2017-03-14 10:40:44,,37,
B01667,2017-03-09 00:32:00,,,
B02510,2017-03-13 07:53:56,,42,
B00477,2017-03-28 20:48:00,,,
B02865,2017-03-13 07:20:17,,68,
B02882,2017-03-12 00:02:09,,188,
B02914,2017-03-01 17:39:55,,,
B01984,2017-03-28 17:14:00,,,
B02871,2017-03-27 08:12:34,,185,
B02884,2017-03-08 18:33:51,,83,
B02764,2017-03-03 09:50:51,,161,
B02764,2017-03-24 19:25:17,,70,
B00937,2017-03-07 07:15:00,,,
B02682,2017-03-25 17:09:13,,163,
B02869,2017-03-15 18:49:36,,263,
B02550,2017-03-21 10:00:00,,,
B01338,2017-03-05 10:47:00,,,
B01391,2017-03-13 03:37:00,,,
B02764,2017-03-21 21:18:00,,161,
B02869,2017-03-25 02:36:10,,148,
B02800,2017-03-09 19:56:11,,231,
B02765,2017-03-28 08:27:04,,37,
B01259,2017-03-26 14:01:00,,,
B02765,2017-03-15 16:08:42,,70,
B02510,2017-03-13 20:14:30,,160,
B02058,2017-03-14 19:36:00,,,
B02879,2017-03-27 09:43:50,,4,
B02764,2017-03-16 19:48:42,,162,
B02510,2017-03-06 18:53:14,,75,
B00225,2017-03-17 10:13:00,,,
B00821,2017-03-06 01:48:00,,,
B01717,2017-03-08 10:45:00,,,
B02888,2017-03-10 23:32:20,,234,
B00221,2017-03-12 03:49:00,,,
B02764,2017-03-17 23:35:40,,90,
B00037,2017-03-03 09:30:00,,,
B02882,2017-03-23 21:24:19,,65,
B02682,2017-03-03 01:15:47,,230,
B02510,2017-03-09 09:41:21,,249,
B02867,2017-03-03 17:54:03,,79,
B02869,2017-03-04 23:03:06,,129,
B00319,2017-03-07 15:00:00,,,
B02510,2017-03-11 22:45:24,,74,
B02867,2017-03-20 18:31:32,,165,
B00225,2017-03-16 18:05:00,,,
B01338,2017-03-13 18:46:00,,,
B02800,2017-03-11 15:58:06,,143,
B02800,2017-03-17 08:12:36,,170,
B02864,2017-03-10 22:50:20,,161,
B02867,2017-03-21 04:00:20,,114,
B02764,2017-03-12 16:03:55,,229,
B02870,2017-03-21 19:03:45,,88,
B02671,2017-03-05 16:35:00,,,
B02914,2017-03-14 01:11:27,,,
B02546,2017-03-22 22:15:00,,,
B02764,2017-03-29 18:42:59,,255,
B02510,2017-03-11 05:39:47,,88,
B02914,2017-03-27 18:07:12,,,
B02510,2017-03-11 14:44:35,,232,
B02888,2017-03-10 22:15:11,,231,
B02876,2017-03-24 19:47:07,,250,
B02907,2017-03-17 19:00:00,,,
B01051,2017-03-03 10:27:00,,,
B02395,2017-03-22 15:51:24,,114,
B02682,2017-03-12 17:36:18,,261,
B02510,2017-03-17 20:33:13,,100,
B01051,2017-03-24 23:30:00,,,
B02764,2017-03-10 10:46:21,,94,
B02510,2017-03-28 17:43:17,,244,
B02671,2017-03-31 18:51:00,,,
B01315,2017-03-13 18:20:00,,,
B02682,2017-03-06 00:37:29,,74,
B02869,2017-03-31 20:26:55,,113,
B02510,2017-03-18 03:27:18,,144,
B02800,2017-03-01 13:09:42,,50,
B02944,2017-03-23 14:57:00,,216,0
B02510,2017-03-12 03:09:58,,234,
B02914,2017-03-01 09:28:28,,,
B02878,2017-03-02 10:57:35,,22,
B02510,2017-03-16 15:20:56,,163,
B01606,2017-03-23 17:13:00,,,
B02879,2017-03-30 00:36:43,,36,
B02395,2017-03-23 10:29:24,,143,
B02867,2017-03-11 19:03:54,,232,
B02764,2017-03-10 02:11:13,,226,
B01061,2017-03-08 13:28:00,,,
B02835,2017-03-27 21:36:43,,165,
B02510,2017-03-15 10:26:35,,17,
B02315,2017-03-26 21:46:00,,,
B02914,2017-03-04 22:50:18,,,
B02888,2017-03-02 22:22:10,,148,
B02914,2017-03-04 14:21:22,,,
B02510,2017-03-28 12:49:29,,112,
B02800,2017-03-31 16:20:17,,162,
B02395,2017-03-13 23:08:30,,212,
B02887,2017-03-17 09:18:36,,225,
B02876,2017-03-03 13:18:07,,48,
B01963,2017-03-27 04:34:00,,,
B02836,2017-03-31 05:16:09,,50,
B02510,2017-03-25 01:56:33,,181,
B00802,2017-03-29 23:06:00,,,
B01667,2017-03-02 11:45:00,,,
B02877,2017-03-04 08:47:50,,189,
B02914,2017-03-31 21:48:51,,,
B02914,2017-03-05 16:12:42,,,
B02880,2017-03-26 04:47:37,,164,
B02889,2017-03-24 18:21:54,,142,
B02510,2017-03-09 13:53:08,,78,
B00647,2017-03-08 16:01:00,,,
B02510,2017-03-20 12:18:39,,196,
B02764,2017-03-30 08:42:03,,92,
B01338,2017-03-29 18:04:00,,,
B02550,2017-03-01 21:34:00,,,
B02835,2017-03-15 18:05:30,,236,
B02876,2017-03-20 11:17:05,,230,
B01454,2017-03-05 21:50:21,,,
B02914,2017-03-12 12:16:48,,,
