VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

B00256,2015-04-16 09:26:00,
B02800,2015-04-15 14:39:00,161
B02617,2015-04-11 12:11:00,87
B02764,2015-04-26 03:51:00,226
B02682,2015-04-29 15:20:00,231
B02598,2015-04-16 23:24:00,181
B00248,2015-04-05 00:23:00,
B00477,2015-04-15 08:30:00,
B00381,2015-04-27 16:45:00,
B00856,2015-04-19 11:38:55,
B02764,2015-04-04 21:56:00,48
B01741,2015-04-03 17:45:00,
B02682,2015-04-13 17:19:00,155
B02563,2015-04-11 16:53:00,132
B02111,2015-04-23 12:28:00,
B02764,2015-04-12 11:20:00,162
B02682,2015-04-24 13:31:00,211
B02764,2015-04-27 17:30:00,166
B00248,2015-04-08 13:15:00,
B02682,2015-04-17 09:11:00,90
B02510,2015-04-16 00:52:40,148
B02764,2015-04-18 10:03:00,180
B00221,2015-04-10 14:39:00,18
B02617,2015-04-20 09:11:00,113
B01509,2015-04-30 10:11:00,
B00310,2015-04-12 09:16:00,213
B02764,2015-04-02 02:10:00,113
B02764,2015-04-09 19:18:00,125
B00248,2015-04-18 17:11:00,
B02682,2015-04-07 11:56:00,80
B02764,2015-04-19 16:35:00,68
B02765,2015-04-16 07:30:00,246
B02617,2015-04-22 17:18:00,233
B00256,2015-04-10 15:55:00,
B02764,2015-04-28 21:31:00,230
B00821,2015-04-21 20:55:00,
B01386,2015-04-12 20:29:00,102
B02764,2015-04-14 20:24:00,225
B02682,2015-04-03 20:48:00,79
B00932,2015-04-12 00:36:00,36
b02301,2015-04-13 20:38:00,245
B02764,2015-04-08 15:50:00,138
B02765,2015-04-16 12:01:00,141
B02682,2015-04-11 20:14:00,228
B02764,2015-04-08 22:28:00,161
B02764,2015-04-10 22:35:00,113
B02682,2015-04-25 09:47:00,37
B02682,2015-04-07 21:07:00,231
B00756,2015-04-16 03:28:00,
B02617,2015-04-25 22:22:00,232
B02764,2015-04-24 00:55:00,171
B02598,2015-04-27 17:03:00,17
B02765,2015-04-30 00:18:00,164
B02800,2015-04-08 07:30:00,238
B02682,2015-04-08 12:31:00,137
B02764,2015-04-23 06:53:00,231
B01626,2015-04-08 18:57:00,
B01176,2015-04-24 22:26:00,265
B00821,2015-04-22 15:02:00,
B02764,2015-04-02 18:32:00,164
B00256,2015-04-21 02:09:00,
B02765,2015-04-23 11:15:00,90
B02682,2015-04-02 17:46:00,113
B02764,2015-04-22 18:16:00,246
B02617,2015-04-02 18:13:00,234
B02764,2015-04-28 19:38:00,233
B00310,2015-04-12 15:22:00,213
B02682,2015-04-26 06:15:00,243
B02682,2015-04-14 22:20:00,246
B01362,2015-04-01 22:38:00,
B02764,2015-04-27 12:03:00,188
B01733,2015-04-03 12:05:00,
B02598,2015-04-20 22:25:00,249
B02110,2015-04-01 04:30:00,
B01998,2015-04-27 20:35:00,
B02764,2015-04-04 23:21:00,237
B02617,2015-04-10 10:41:00,68
B00492,2015-04-15 18:54:00,
B01899,2015-04-04 14:00:00,
B01265,2015-04-30 10:25:00,83
B02682,2015-04-20 17:41:00,114
B02682,2015-04-02 13:32:00,138
B01509,2015-04-17 20:13:00,
B02682,2015-04-24 19:37:00,33
B02682,2015-04-03 11:13:00,231
B02617,2015-04-10 01:04:00,230
B01730,2015-04-01 11:05:00,
B02510,2015-04-03 09:59:29,106
B02764,2015-04-03 18:18:00,161
B02764,2015-04-22 17:16:00,239
B02764,2015-04-30 19:30:00,161
B00280,2015-04-01 21:01:00,
B00821,2015-04-23 10:27:00,
B02682,2015-04-18 15:07:00,144
B02617,2015-04-04 16:56:00,166
B02765,2015-04-06 23:15:00,262
B02764,2015-04-08 09:03:00,158
B02765,2015-04-02 14:18:00,141
B01509,2015-04-16 21:56:00,
B02765,2015-04-18 21:55:00,49
B02617,2015-04-17 19:52:00,34
B02682,2015-04-12 17:06:00,181
B02682,2015-04-13 06:26:00,181
B00248,2015-04-10 23:52:00,
B02682,2015-04-06 12:53:00,229
B02764,2015-04-25 17:36:00,90
B02764,2015-04-17 14:49:00,164
B01315,2015-04-25 00:14:00,
B02197,2015-04-26 15:25:00,
B02764,2015-04-25 20:44:00,263
B01467,2015-04-30 08:11:00,
B02617,2015-04-15 16:32:00,262
B00256,2015-04-24 22:45:00,
B02764,2015-04-10 20:26:00,211
B01726,2015-04-30 06:20:00,
B02800,2015-04-14 09:59:00,141
B02765,2015-04-10 05:09:00,71
B00373,2015-04-20 07:37:00,264
B02765,2015-04-16 21:28:00,162
B02598,2015-04-27 19:19:00,170
B01811,2015-04-08 05:53:00,
B01667,2015-04-27 19:00:00,
B02765,2015-04-28 02:25:00,225
B02682,2015-04-24 16:08:00,48
B00310,2015-04-22 08:48:00,250
B00248,2015-04-26 06:18:00,
B02617,2015-04-29 19:17:00,49
B02682,2015-04-15 07:30:00,237
B01453,2015-04-16 17:30:00,
B02764,2015-04-20 00:58:00,145
B02617,2015-04-18 14:39:00,256
B02510,2015-04-12 15:38:16,79
B00037,2015-04-27 18:14:00,
B02682,2015-04-24 22:17:00,186
B02682,2015-04-09 21:46:00,52
B02764,2015-04-21 19:55:00,237
B02682,2015-04-23 12:32:00,79
B02617,2015-04-26 17:24:00,141
B02598,2015-04-16 19:48:00,164
B02726,2015-04-13 20:00:00,264
B02617,2015-04-23 11:47:00,234
B02764,2015-04-26 00:23:00,79
B02682,2015-04-30 22:08:00,132
B02543,2015-04-27 19:37:00,
B00014,2015-04-22 10:27:00,
B02682,2015-04-11 19:22:00,255
B02682,2015-04-18 20:25:00,16
B02617,2015-04-24 21:52:00,75
B02682,2015-04-28 11:05:00,170
B02764,2015-04-28 22:42:00,90
B02765,2015-04-13 23:32:00,162
B02764,2015-04-18 12:28:00,249
B01726,2015-04-17 14:53:00,
B00310,2015-04-27 02:39:00,212
B02598,2015-04-28 13:23:00,112
B00221,2015-04-10 18:12:00,243
B00310,2015-04-22 06:25:00,126
B00373,2015-04-19 19:35:00,264
B02764,2015-04-06 22:10:00,232
B02764,2015-04-07 23:14:00,230
B01467,2015-04-14 01:38:00,
B02617,2015-04-17 21:53:00,114
B02764,2015-04-29 21:45:00,13
B02617,2015-04-27 12:23:00,135
B02617,2015-04-06 10:52:00,138
B02764,2015-04-05 17:38:00,233
B02764,2015-04-25 21:22:00,255
B02764,2015-04-03 18:06:00,237
B02800,2015-04-27 19:15:00,162
B02764,2015-04-21 21:25:00,62
B02598,2015-04-03 23:12:00,48
B01315,2015-04-16 08:52:00,
B02682,2015-04-18 15:30:00,82
B02764,2015-04-03 22:39:00,236
B02764,2015-04-19 11:45:00,229
B02764,2015-04-20 18:36:00,114
B02512,2015-04-24 17:46:00,239
B00310,2015-04-01 22:49:00,212
B02682,2015-04-29 11:14:00,224
B02682,2015-04-22 18:49:00,33
B02682,2015-04-09 12:00:00,231
B00492,2015-04-06 09:48:00,
B00256,2015-04-12 09:30:00,
B02653,2015-04-26 21:46:00,119
B02598,2015-04-24 21:10:00,37
B00310,2015-04-22 09:00:00,212
B02764,2015-04-10 20:21:00,87
B02764,2015-04-09 18:12:00,95
B02764,2015-04-17 20:03:00,158
B02764,2015-04-02 16:05:00,186
B02764,2015-04-25 19:47:00,162
B02800,2015-04-17 08:27:00,48
B02617,2015-04-11 22:34:00,112
B02598,2015-04-30 15:52:00,107
B02617,2015-04-24 23:06:00,249
B02764,2015-04-03 20:55:00,236
B02617,2015-04-02 23:52:00,132
B02764,2015-04-03 07:12:00,113
B02764,2015-04-04 00:03:00,142
B02764,2015-04-19 17:43:00,164
B02764,2015-04-04 16:17:00,238
B00227,2015-04-21 20:00:00,
B02764,2015-04-04 20:01:00,148
B02764,2015-04-02 22:37:00,144
B01667,2015-04-22 22:33:00,
B02563,2015-04-23 17:23:00,36
B00037,2015-04-13 11:21:00,
B02617,2015-04-29 20:09:00,246
B02682,2015-04-23 22:23:00,107
B02764,2015-04-14 11:43:00,144
B01998,2015-04-07 22:50:00,
B02719,2015-04-10 22:32:00,
B02764,2015-04-17 08:45:00,13
B02468,2015-04-29 08:00:00,
B01315,2015-04-24 19:54:00,
B02510,2015-04-29 08:52:24,233
B00227,2015-04-20 10:00:00,
B02764,2015-04-22 17:57:00,163
B02764,2015-04-01 20:40:00,211
B02764,2015-04-18 17:44:00,79
B02764,2015-04-11 15:08:00,170
B01726,2015-04-16 12:58:00,
B02682,2015-04-29 10:25:00,158
B02598,2015-04-22 01:38:00,231
B02598,2015-04-02 10:50:00,163
B02157,2015-04-13 21:46:00,
B02719,2015-04-15 01:45:00,
B00256,2015-04-05 15:00:00,
B01339,2015-04-07 11:39:00,265
B02682,2015-04-02 05:47:00,4
B02598,2015-04-22 21:29:00,88
B00227,2015-04-22 17:30:00,
B02682,2015-04-12 00:52:00,113
B02653,2015-04-21 18:26:00,119
B02512,2015-04-23 19:43:00,148
B02510,2015-04-30 09:33:23,49
B00932,2015-04-25 10:40:00,181
B01726,2015-04-15 21:24:00,
B02617,2015-04-18 22:28:00,48
B02765,2015-04-03 18:37:00,50
B02510,2015-04-27 08:58:24,50
b02301,2015-04-24 14:43:00,245
B02765,2015-04-10 15:37:00,158
B02764,2015-04-22 13:01:00,232
B02764,2015-04-23 18:11:00,161
B02682,2015-04-16 06:42:00,107
B02598,2015-04-21 20:19:00,233
B02765,2015-04-27 05:20:00,211
B02800,2015-04-27 07:55:00,262
B02764,2015-04-16 13:52:00,107
B02764,2015-04-14 10:28:00,90
B00256,2015-04-20 14:15:00,
B02764,2015-04-09 22:06:00,113
B02598,2015-04-01 09:21:00,257
B02617,2015-04-06 09:12:00,231
B00856,2015-04-28 11:51:00,
B02764,2015-04-02 07:08:00,239
B02764,2015-04-14 05:57:00,68
B02590,2015-04-12 11:15:00,
B00373,2015-04-11 10:06:00,264
B02764,2015-04-28 13:04:00,208
B02598,2015-04-21 16:02:00,68
B02764,2015-04-11 21:53:00,125
B02719,2015-04-15 22:41:00,
B02682,2015-04-11 21:18:00,40
B01726,2015-04-10 22:45:00,
B02764,2015-04-28 18:20:00,161
B02764,2015-04-18 07:57:00,140
B02111,2015-04-08 22:02:00,
B02764,2015-04-20 18:42:00,144
B00381,2015-04-13 14:30:00,
B01315,2015-04-08 11:05:00,
B02765,2015-04-04 10:54:00,146
B02510,2015-04-01 21:01:28,225
B01667,2015-04-19 13:01:00,
B01222,2015-04-28 20:22:00,
B02682,2015-04-08 20:28:00,256
B02765,2015-04-09 07:02:00,54
B02764,2015-04-29 20:55:00,261
B02764,2015-04-12 19:53:00,236
B02617,2015-04-29 15:35:00,158
B02682,2015-04-27 21:46:00,230
B02765,2015-04-02 16:08:00,181
B01340,2015-04-26 05:08:00,
B02617,2015-04-27 22:00:00,186
B02765,2015-04-30 09:49:00,14
B02617,2015-04-22 07:17:00,4
B01811,2015-04-23 01:10:00,
B02617,2015-04-22 15:53:00,100
B01667,2015-04-08 10:15:00,
B02682,2015-04-06 13:14:00,231
B02764,2015-04-18 22:37:00,158
B00477,2015-04-13 14:55:00,
B02719,2015-04-07 18:31:00,
B02764,2015-04-20 08:34:00,141
B01386,2015-04-28 17:51:00,198
B00256,2015-04-16 04:00:00,
B01315,2015-04-07 15:30:00,
B02764,2015-04-29 23:32:00,246
B01391,2015-04-20 10:57:00,
B02682,2015-04-20 14:27:00,144
B02765,2015-04-19 02:40:00,163
B02764,2015-04-10 19:52:00,138
B02510,2015-04-03 17:52:00,224
B01453,2015-04-27 08:30:00,
B02764,2015-04-05 21:57:00,90
B02682,2015-04-07 15:57:00,233
B02510,2015-04-23 13:05:48,132
B02764,2015-04-20 10:35:00,65
B00254,2015-04-01 20:24:00,
B02765,2015-04-22 14:05:00,68
B02617,2015-04-12 17:31:00,138
B02764,2015-04-08 12:58:00,36
B02764,2015-04-15 19:30:00,79
B02653,2015-04-19 12:03:00,119
B02682,2015-04-24 16:00:00,162
B02764,2015-04-11 13:26:00,236
B02764,2015-04-30 12:16:00,79
B02598,2015-04-10 19:20:00,186
B01998,2015-04-22 15:05:00,
B02617,2015-04-10 22:56:00,231
B02617,2015-04-20 09:08:00,113
B01176,2015-04-19 21:56:00,264
B00821,2015-04-03 05:44:00,
B00248,2015-04-23 17:45:00,
B02682,2015-04-27 17:27:00,138
B00412,2015-04-02 12:00:00,
B02682,2015-04-20 12:49:00,234
B02682,2015-04-18 22:05:00,61
B00281,2015-04-24 10:20:00,
B02764,2015-04-16 05:11:00,170
B01315,2015-04-18 04:38:00,
B02598,2015-04-29 17:50:00,100
B02764,2015-04-16 13:28:00,211
b01048,2015-04-19 16:55:00,
B02800,2015-04-17 14:43:00,263
B02682,2015-04-23 14:36:00,114
B02800,2015-04-01 16:57:00,246
B00789,2015-04-10 06:25:00,
B02510,2015-04-06 20:20:17,35
B02764,2015-04-02 19:30:00,246
B02765,2015-04-24 09:45:00,179
B00280,2015-04-09 08:30:00,
B02764,2015-04-26 17:14:00,220
B02682,2015-04-21 22:40:00,97
B01726,2015-04-19 06:59:00,
B00254,2015-04-10 08:40:00,
B02682,2015-04-03 18:54:00,90
B01197,2015-04-14 14:00:00,
B02764,2015-04-27 12:38:00,125
B02682,2015-04-24 16:14:00,141
B02682,2015-04-08 13:55:00,138
B02764,2015-04-08 22:30:00,158
B02617,2015-04-28 23:17:00,256
B02682,2015-04-01 17:31:00,148
B02764,2015-04-08 06:08:00,28
B02765,2015-04-03 18:20:00,92
B02764,2015-04-05 13:18:00,166
B02765,2015-04-18 04:12:00,237
B02682,2015-04-08 17:13:00,161
B01730,2015-04-27 14:02:00,
B02765,2015-04-29 02:26:00,142
B02764,2015-04-22 20:30:00,158
B01973,2015-04-14 12:41:00,
B01973,2015-04-07 11:00:00,
B01730,2015-04-28 17:15:00,
B02764,2015-04-08 22:03:00,137
B01467,2015-04-19 13:06:00,
B01899,2015-04-27 15:00:00,
B02765,2015-04-07 15:02:00,238
B02617,2015-04-10 20:07:00,161
B02764,2015-04-21 09:08:00,158
B02764,2015-04-02 16:45:00,68
B00254,2015-04-21 23:29:00,
B02764,2015-04-17 06:51:00,80
B02598,2015-04-12 14:11:00,249
B02764,2015-04-13 08:47:00,72
B02617,2015-04-29 22:46:00,114
B02598,2015-04-16 20:32:00,224
B01315,2015-04-13 04:48:00,
B02682,2015-04-14 11:39:00,42
B02617,2015-04-14 23:17:00,114
B02682,2015-04-23 11:56:00,188
B02765,2015-04-30 18:37:00,17
B00475,2015-04-23 21:36:00,
B02764,2015-04-20 06:46:00,113
B00001,2015-04-20 10:15:00,
B02764,2015-04-03 09:34:00,24
B00310,2015-04-22 14:31:00,212
B02617,2015-04-24 23:59:00,158
B02764,2015-04-06 13:56:00,65
B01386,2015-04-24 21:19:00,36
B02800,2015-04-27 16:24:00,239
B02765,2015-04-08 17:57:00,68
B02764,2015-04-01 08:17:00,137
B01726,2015-04-26 06:40:00,
B01315,2015-04-21 12:09:00,
B02682,2015-04-12 18:58:00,142
B01779,2015-04-02 20:30:00,
B02765,2015-04-30 20:52:00,186
B02510,2015-04-15 10:52:57,198
B02800,2015-04-15 10:21:00,238
B02598,2015-04-29 13:31:00,244
B02764,2015-04-25 00:36:00,132
B02617,2015-04-12 15:52:00,164
B02617,2015-04-22 06:08:00,162
B02682,2015-04-03 02:06:00,114
B01386,2015-04-29 07:48:00,198
B02598,2015-04-10 08:39:00,25
B02764,2015-04-19 01:20:00,79
B02510,2015-04-03 22:32:09,33
B02764,2015-04-16 19:28:00,217
B00856,2015-04-10 21:44:29,
B00256,2015-04-26 16:00:00,
B02617,2015-04-01 16:26:00,88
B02510,2015-04-30 00:27:39,234
B02764,2015-04-04 15:58:00,137
B02598,2015-04-30 12:30:00,140
B02765,2015-04-16 08:38:00,151
B00837,2015-04-24 06:00:00,
B02764,2015-04-02 19:50:00,161
B02764,2015-04-12 01:39:00,229
B02764,2015-04-06 12:25:00,260
B02764,2015-04-22 22:20:00,211
B02617,2015-04-07 16:35:00,230
B02510,2015-04-17 00:03:00,37
B02764,2015-04-30 16:19:00,162
B02764,2015-04-04 11:25:00,155
B02682,2015-04-04 19:32:00,163
B02764,2015-04-18 00:05:00,80
B02764,2015-04-30 07:03:00,36
B02764,2015-04-18 23:02:00,231
B02765,2015-04-14 18:07:00,37
B01340,2015-04-24 08:13:00,
B02682,2015-04-20 22:15:00,158
B02764,2015-04-30 21:11:00,261
B00310,2015-04-13 07:02:00,213
B01593,2015-04-17 06:13:00,
B02764,2015-04-05 16:48:00,26
B02765,2015-04-04 18:21:00,219
B00373,2015-04-01 08:57:00,264
B02617,2015-04-16 20:08:00,114
B00310,2015-04-24 18:55:00,213
B01467,2015-04-29 11:49:00,
B02765,2015-04-01 10:07:00,138
B02512,2015-04-01 18:37:00,200
B02682,2015-04-20 11:35:00,211
B02764,2015-04-29 22:03:00,113
B00381,2015-04-20 05:30:00,
B02719,2015-04-28 19:20:00,
B02764,2015-04-18 12:26:00,151
B01509,2015-04-18 20:43:00,
B00310,2015-04-13 18:41:00,212
B00789,2015-04-10 15:24:00,
B02682,2015-04-01 00:48:00,36
B02764,2015-04-03 18:12:00,263
B01386,2015-04-10 22:36:00,198
B00888,2015-04-09 11:33:00,
B02764,2015-04-10 22:47:00,142
B01340,2015-04-05 16:18:00,
B02764,2015-04-05 16:56:00,138
B02682,2015-04-19 20:34:00,127
B00652,2015-04-23 11:57:00,264
B02764,2015-04-02 02:23:00,255
B02617,2015-04-07 18:10:00,125
B00628,2015-04-20 05:17:00,
B00789,2015-04-06 07:30:00,
B02764,2015-04-22 18:28:00,164
B02764,2015-04-18 00:29:00,36
B02598,2015-04-19 18:24:00,91
B01386,2015-04-06 15:34:00,157
B01176,2015-04-04 08:17:00,265
B02764,2015-04-25 21:19:00,116
B01455,2015-04-21 16:23:00,
B01525,2015-04-04 22:30:29,
B02598,2015-04-15 23:27:00,113
B02598,2015-04-24 10:44:00,238
B00412,2015-04-21 21:00:00,
B02764,2015-04-26 19:19:00,33
B02764,2015-04-19 02:12:00,113
B00272,2015-04-21 09:34:00,
B02315,2015-04-04 17:52:00,264
B02617,2015-04-21 20:15:00,230
B01148,2015-04-06 21:10:00,61
